  ARS_name        A4        B4        C4        D4        E4        F4        G4        H4        A5        B5        C5        D5        E5        F5        G5        H5        A6        B6        C6        D6        E6        F6        G6        H6        I6        J6        K6        L6        A7        B7        C7        D7        E7        F7        G7        H7        I7        J7        K7        L7      H7_c      I7_c      J7_c      K7_c      L7_c        A8        B8        C8        D8        E8        F8        I8        J8        K8        L8        M8        N8       A10       B10       C10       D10       E10       F10       G10       H10
    ARS522     0.013     0.088     0.075     0.490     0.040     0.125     0.198     0.797     0.102     0.253     0.084     0.312     0.035     0.271     0.014     0.217     0.164     0.097     0.365     0.393     0.132     0.344     0.043     0.029     0.023     0.294     0.581     0.797     0.018     0.092     0.103     0.510     0.067       NaN     0.043     0.040     0.907       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.012     0.081     0.239     0.224     0.535     0.826       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.502       NaN       NaN     0.272     0.669
    ARS523       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS600.1       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS600.2       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS600.3       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS600.4       NaN       NaN       NaN       NaN       NaN       NaN     0.085     0.641       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.243     0.411       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.017     0.039     0.102     0.190     0.356     0.576       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS601       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS602       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.004       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS603     0.009     0.061     0.047     0.424     0.038     0.094     0.170     0.701     0.048     0.159     0.039     0.165     0.024     0.205     0.010     0.165     0.068     0.058     0.252     0.267     0.085     0.210     0.018     0.016     0.011     0.180     0.343     0.621     0.010     0.059     0.070     0.412     0.050     0.024     0.035     0.016     0.829       NaN     0.432     0.394     0.016     0.833       NaN     0.502     0.419     0.007     0.051     0.232     0.140     0.296     0.648     0.067       NaN       NaN     0.220       NaN     0.165     0.026     0.123     0.087     0.370     0.046     0.210     0.171     0.534
  ARS603.1     0.009     0.024     0.081     0.034     0.038     0.032     0.061     0.035     0.048     0.159     0.041     0.165     0.024     0.205     0.010     0.165     0.068     0.058     0.252     0.267     0.085     0.210     0.018     0.016     0.011     0.180     0.343     0.621     0.010     0.059     0.069     0.031     0.050     0.024     0.035     0.016     0.026       NaN     0.432     0.394     0.016     0.026       NaN     0.502     0.419     0.007     0.060     0.053     0.140     0.296     0.648     0.067       NaN       NaN     0.220       NaN     0.165     0.026     0.123     0.087     0.370     0.046     0.210     0.171     0.534
  ARS603.5     0.009     0.061     0.047     0.424     0.038     0.094     0.170     0.701     0.048     0.159     0.039     0.165     0.024     0.205     0.010     0.165     0.068     0.058     0.252     0.267     0.085     0.210     0.577     0.016     0.011     0.587     1.018     0.621     0.010     0.059     0.070     0.412     0.050     0.024     0.035     0.425     0.829       NaN     0.432     0.394     0.425     0.833       NaN     0.502     0.419     0.436     0.980     0.232     0.513     0.993     0.648     0.067       NaN       NaN     0.220       NaN     0.165     0.026     0.123     0.087     0.370     0.046     0.210     0.171     0.534
    ARS604       NaN       NaN     0.126     0.135     0.180       NaN     0.083     0.140       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.019     0.080     0.134       NaN       NaN     0.155     0.139       NaN       NaN       NaN       NaN     0.180       NaN       NaN       NaN       NaN     0.181       NaN       NaN       NaN       NaN     0.040     0.120     0.016     0.081     0.148       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS605       NaN       NaN       NaN       NaN       NaN       NaN       NaN     1.155       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.619     0.626       NaN     0.577     1.206     1.075       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.527     1.130     1.191     0.655     1.215     1.190       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS606     1.003     1.086     0.949     0.946       NaN     0.991     0.945     0.902     1.063     1.186     1.048     1.165     1.009     1.037     1.118     1.145     0.956     1.161     0.961     1.034     1.059     1.062     1.609     1.165     0.997     1.732     1.132     0.982     0.963     1.045     0.951     0.958     1.157       NaN       NaN     1.026     0.912     0.955     0.832     0.769     1.026     0.916     0.955     0.967     0.818     1.279     1.045     0.980     1.273     1.093     0.989     1.000       NaN       NaN     1.049       NaN     1.029     0.985       NaN     1.012     1.052       NaN     1.067     0.973     1.006
    ARS607     1.309     1.448     1.226     1.220     1.235     1.376     1.203     1.201     1.398     1.654     1.412     1.502     1.448     1.475     1.717     1.648     1.235     1.470     1.008     1.297     1.327     1.285     2.100     1.474     1.285     2.675     1.592     1.210     1.220     1.388     1.126     1.180     1.268       NaN     1.297     1.195     1.118       NaN     1.075     0.928     1.195     1.122       NaN     1.250     0.988     2.459     1.357     1.103     2.781     1.558     1.263     1.129       NaN       NaN     1.206       NaN       NaN     1.229     1.328     1.157     1.192       NaN     1.237     1.081     1.147
    ARS608     0.067     0.179     0.451     0.658     0.284     0.245     0.579     0.783     0.177     0.250     0.150     0.274       NaN     0.317     0.064     0.241     0.238     0.156     0.391     0.319     0.187     0.301     0.143     0.090     0.076     0.316     0.667     0.788     0.070     0.158     0.488     0.656     0.171       NaN     0.154     0.167     0.791       NaN       NaN       NaN     0.167     0.794       NaN       NaN       NaN     0.083     0.394     0.752     0.293     0.633     0.805       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.518       NaN       NaN       NaN     0.648
  ARS608.5     0.006     0.179     0.451     0.658     0.015     0.245     0.579     0.783     0.177     0.250     0.150     0.274       NaN     0.317     0.006     0.241     0.238     0.156     0.391     0.319     0.187     0.301     0.009     0.090     0.076     0.018     0.667     0.788     0.070     0.158     0.488     0.656     0.171       NaN     0.154     0.167     0.791       NaN       NaN       NaN     0.167     0.794       NaN       NaN       NaN     0.004     0.394     0.752     0.293     0.633     0.805     0.038       NaN     0.244       NaN       NaN       NaN       NaN       NaN       NaN     0.518       NaN       NaN       NaN     0.648
    ARS609       NaN       NaN     0.019     0.172     0.020       NaN     0.045     0.351       NaN       NaN       NaN       NaN       NaN       NaN     0.009       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.013       NaN       NaN     0.098     0.195     0.311       NaN       NaN       NaN     0.188       NaN       NaN       NaN       NaN     0.410       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.005     0.020     0.056     0.087     0.174     0.346       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS610       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS700.5     0.012     0.060     0.075     0.458     0.052     0.104     0.238     0.764     0.066     0.118     0.058     0.173     0.035     0.159     0.015     0.132     0.115     0.094     0.260     0.285     0.084     0.212     0.025     0.018     0.016     0.154     0.454     0.551     0.011     0.045     0.081     0.428     0.038     0.029     0.047     0.024     0.861     0.158       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.010     0.078     0.238     0.115     0.329     0.611     0.078       NaN       NaN     0.213       NaN     0.143       NaN     0.107     0.120     0.381       NaN     0.189     0.191     0.494
    ARS702     0.021     0.121     0.210     0.624     0.103     0.173     0.499     0.941     0.152     0.275     0.144     0.371     0.064     0.343     0.026     0.256     0.231     0.142     0.458     0.427     0.178     0.395     0.062     0.036     0.032     0.259     0.712     0.854     0.024     0.097     0.241     0.633     0.132     0.047     0.084     0.059     0.976     0.347     0.395     0.377     0.059     0.980     0.347     0.459     0.401     0.024     0.237     0.581     0.301     0.699     0.918     0.190     0.151     0.472     0.355     0.221     0.279     0.081     0.184     0.317     0.561     0.129     0.347     0.425     0.746
    ARS704       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.159     0.569       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.123       NaN       NaN     0.491       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS706     0.010       NaN     0.020       NaN     0.024     0.082     0.051     0.163       NaN     0.075       NaN     0.100     0.027       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.037     0.110     0.109       NaN       NaN     0.030       NaN       NaN     0.050       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.022     0.089     0.034     0.087     0.130       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS707     0.155     0.360     0.548     0.961     0.302     0.458     0.797     1.144     0.642     0.980     0.579     0.944     0.333     1.011     0.235     0.850     0.658     0.335     0.955     0.919     0.531     0.866     0.593     0.271     0.213     1.183     1.325     1.130     0.174     0.338     0.605     0.926     0.280     0.134     0.233     0.305     1.217     0.576     0.470     0.513     0.305     1.221     0.576     0.547     0.546     0.218     0.538     0.828     0.745     1.025     1.077     0.517       NaN       NaN     0.738       NaN     0.615     0.396     0.565     0.696     0.915     0.417     0.747     0.795     0.999
    ARS709       NaN     0.021     0.083     0.132       NaN     0.035     0.142     0.277     0.024     0.033       NaN     0.035       NaN     0.044       NaN     0.033       NaN       NaN     0.091     0.070       NaN       NaN       NaN       NaN       NaN     0.035     0.124     0.221       NaN     0.018     0.104     0.144     0.044       NaN       NaN       NaN     0.227       NaN       NaN       NaN       NaN     0.228       NaN       NaN       NaN     0.006     0.044     0.209     0.030     0.116     0.206       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS710     0.555     0.506     0.771     0.787     0.552     0.572     0.714     0.772     0.822     0.786     0.787     0.772     0.573     0.802     0.474     0.634     0.837     0.546     0.648     0.840     0.715     0.810     0.932     0.668     0.603     0.870     0.914     0.796     0.576     0.515     0.836     0.827     0.720       NaN     0.438     0.646     0.948       NaN     0.704     0.660     0.646     0.952       NaN     0.818     0.703     0.578     0.677     0.796     0.677     0.743     0.822     0.706       NaN       NaN     0.714       NaN       NaN     0.674     0.613     0.801     0.836       NaN     0.696     0.743     0.895
    ARS711     0.005     0.013     0.017     0.036     0.025       NaN     0.024     0.073     0.010       NaN     0.009     0.023     0.021     0.028     0.007     0.019     0.019       NaN     0.072       NaN     0.037       NaN     0.011       NaN       NaN     0.017     0.036     0.056       NaN       NaN     0.018     0.034       NaN       NaN       NaN       NaN     0.068       NaN       NaN       NaN       NaN     0.068       NaN       NaN       NaN     0.004     0.010     0.039     0.014     0.047     0.074       NaN     0.259       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.102       NaN
    ARS712       NaN     0.021     0.022     0.166     0.019     0.047     0.069     0.371     0.014     0.042     0.008     0.045       NaN     0.059       NaN     0.039     0.018       NaN       NaN     0.071     0.031       NaN     0.013     0.009     0.006     0.049     0.175     0.327       NaN       NaN     0.028     0.181       NaN       NaN       NaN       NaN     0.395       NaN       NaN       NaN       NaN     0.397       NaN       NaN       NaN     0.004     0.019     0.107     0.044     0.163     0.337       NaN       NaN     0.309       NaN       NaN       NaN       NaN       NaN       NaN     0.146       NaN       NaN     0.090     0.266
    ARS714     0.454     0.648     0.839     1.096     0.498     0.731     0.960     1.206     0.821     1.002     0.838     0.994     0.709     1.077     0.640     0.970     0.816     0.522     1.072     0.979     0.766     0.922     0.979     0.581     0.440     1.347     1.120     1.014     0.424     0.594     0.803     1.010     0.462     0.211     0.296     0.544     1.097     0.771     0.655     0.644     0.544     1.101     0.771     0.762     0.685     0.809     0.778     0.977     1.167     1.028     1.076     0.680     0.408     0.688     0.808     0.588     0.688     0.622     0.703     0.894     0.970     0.592     0.777     0.920     1.012
    ARS716       NaN     0.070     0.158     0.524     0.096     0.112     0.395     0.815     0.107     0.142     0.097     0.198     0.053     0.184     0.029     0.135     0.174     0.121     0.328     0.283     0.106     0.271     0.071       NaN       NaN     0.170     0.468     0.669       NaN     0.062     0.170     0.465     0.092     0.076     0.095     0.039     0.767       NaN     0.356     0.347     0.039     0.770       NaN     0.414     0.369     0.027     0.146     0.455     0.166     0.428     0.768     0.149       NaN       NaN     0.258       NaN     0.217       NaN     0.122     0.272     0.432       NaN     0.236     0.430     0.555
    ARS717     0.328     0.296     0.867     0.605     0.484     0.319     0.795     0.581     0.448     0.300     0.454     0.328     0.331     0.364     0.284     0.290     0.585     0.278     0.723     0.414     0.374     0.429     0.439     0.346     0.307     0.352     0.532     0.564     0.329     0.224     0.809     0.586     0.428     0.163     0.259     0.338     0.469     0.536     0.400     0.450     0.338     0.471     0.536     0.465     0.479     0.368     0.624     0.747     0.306     0.477     0.581     0.590       NaN       NaN     0.435       NaN       NaN     0.396     0.258     0.702     0.490       NaN     0.362     0.679     0.525
    ARS718     0.664     0.713     1.055     1.142     0.721     0.639     1.090     1.165     0.833     0.893     0.935     0.906     0.598     0.828     0.569     0.794     0.830     0.621     0.768     0.900     0.578     0.851     1.200     0.842       NaN     1.301     1.363     1.121     0.625     0.629     0.999     1.096     0.747     0.423     0.629     0.718     1.064     0.878     0.695     0.632     0.719     1.068     0.878     0.808     0.672     0.767     1.058     1.038     1.172     1.297     1.098     0.848       NaN       NaN     0.895       NaN     0.804     0.776     0.733     0.912     0.917       NaN     0.834     0.959     0.951
    ARS719     0.987     0.993     1.000     1.038     0.814     0.854     0.983     0.982     1.084     1.110     1.135     1.100     0.881     1.026     0.923     0.998     1.029     0.994     1.021     1.043     0.889     1.046     1.499     1.192     0.995     1.626     1.422     1.074     0.962     0.993     1.047     1.127     0.997       NaN     0.950     0.978     1.019     1.049     0.931     0.812     0.978     1.023     1.049     1.082     0.863     1.382     1.342     1.108     1.719     1.486     1.107     1.050       NaN       NaN     1.016       NaN       NaN       NaN     0.959     1.023     1.044       NaN       NaN     1.007     0.989
    ARS720     0.986     1.085     1.237     1.290     0.782     0.791     1.191     1.236     0.849     0.891     0.873     0.867     0.706     0.787     0.648     0.665     0.881     0.807     0.691     0.878     0.704     0.908     1.153     1.110     0.857     1.027     1.305     1.191     0.839     0.890     1.083     1.141     0.867       NaN     0.755     0.771     1.025     0.970     0.683       NaN     0.771     1.029     0.970     0.794       NaN     1.027     1.127     1.058     1.027     1.277     1.235       NaN       NaN       NaN     0.863       NaN       NaN       NaN     0.833     0.941     0.948       NaN       NaN     0.917     0.928
    ARS721       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.319       NaN     0.858       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS722       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS724.5       NaN     0.027     0.077     0.063     0.040     0.028     0.092     0.098     0.043     0.036     0.049     0.039     0.034     0.037       NaN     0.028       NaN     0.037     0.112     0.038     0.059     0.046       NaN       NaN       NaN       NaN     0.062     0.069       NaN     0.018     0.063     0.055     0.028       NaN     0.015       NaN     0.060       NaN     0.127     0.124       NaN     0.061       NaN     0.147     0.132       NaN     0.045     0.084       NaN     0.049     0.069       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.061     0.130     0.086       NaN     0.113     0.134     0.103
    ARS726       NaN       NaN     0.200     0.296       NaN     0.246     0.260     0.470     0.224     0.272       NaN       NaN       NaN     0.421       NaN     0.238       NaN       NaN       NaN       NaN       NaN       NaN     0.077       NaN       NaN     0.151     0.344     0.434       NaN       NaN     0.238     0.314     0.247       NaN       NaN       NaN     0.377       NaN       NaN       NaN       NaN     0.379       NaN       NaN       NaN     0.035     0.183     0.457     0.150     0.322     0.471       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS727       NaN       NaN     0.689     0.988     0.371       NaN     0.884     1.079     0.511     0.598     0.508     0.711       NaN       NaN     0.194     0.590       NaN       NaN       NaN       NaN       NaN       NaN     0.456     0.262       NaN     0.723     0.986     0.983       NaN       NaN     0.667     0.909       NaN       NaN       NaN       NaN     1.035       NaN       NaN       NaN       NaN     1.039       NaN       NaN       NaN     0.252     0.649     0.935     0.759     0.915     0.982       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS728       NaN       NaN     0.762     0.823       NaN       NaN     0.786     0.922     0.656     0.705     0.627     0.694       NaN     0.718     0.390     0.626       NaN       NaN       NaN       NaN       NaN       NaN     0.790     0.469     0.390     0.782     0.892     0.861       NaN       NaN     0.738     0.811       NaN       NaN       NaN       NaN     0.880       NaN       NaN       NaN       NaN     0.883       NaN       NaN       NaN     0.532     0.701     0.899     0.780     0.855     0.859       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS729       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.637       NaN       NaN     0.513     0.984       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.476       NaN     0.861     0.583     0.585     0.476       NaN     0.861     0.678     0.622     0.439     0.991       NaN     0.499     0.887       NaN     0.744       NaN       NaN     0.576     0.462     0.529     0.663     0.461     0.993     0.733     0.817     0.576     1.018     0.720
    ARS731     1.115     0.847     1.227     0.982     1.077     0.827     1.217     0.986     1.111     0.730     1.115     0.760     0.901     0.740     0.868     0.676     1.096     0.848     0.897     0.745     0.611     0.741     1.591     1.224     1.018     1.130     1.111     0.922     1.021     0.724     1.120     0.931     0.958     0.723     0.926     0.925     0.756     0.954     0.889     0.785     0.925     0.759     0.954     1.033     0.835     1.352     1.402     1.146     1.147     1.040     0.966     1.011     0.799       NaN     0.798       NaN     0.733     1.010     0.752     1.073     0.856     0.967     0.707     1.025     0.801
  ARS731.5     1.119     1.209     1.092     1.175     1.077     1.198     1.180     1.185     1.441     1.618     1.411     1.482     0.901     1.428     1.617     1.642     1.230     1.382     1.500     1.256     0.611     1.243     2.393     1.565     1.110     3.019     1.858     1.224     1.147     1.206     1.182     1.262     1.202     0.723     0.926     0.925     1.234     0.954     0.889     0.785     0.925     1.239     0.954     1.033     0.835     2.404     1.388     1.139     2.310     1.656     1.211     1.011     0.799       NaN     0.798       NaN     0.733     1.010     0.752     1.073     0.856     0.967     0.707     1.025     0.801
    ARS732       NaN       NaN     0.058     0.164       NaN     0.048     0.162     0.315       NaN       NaN       NaN     0.066       NaN       NaN       NaN       NaN     0.071       NaN     0.141     0.072       NaN     0.077       NaN       NaN       NaN     0.059     0.172     0.245       NaN       NaN     0.072     0.155       NaN       NaN       NaN       NaN     0.228       NaN       NaN     0.257       NaN     0.229       NaN       NaN     0.274       NaN     0.061     0.229     0.051     0.144     0.278       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.170     0.126       NaN       NaN     0.297     0.190
    ARS733     0.020     0.052     0.124     0.304     0.041     0.069     0.192     0.444     0.077     0.107     0.076     0.134     0.030     0.130       NaN     0.083     0.123     0.072     0.436     0.243     0.120     0.232     0.048     0.033     0.029     0.105     0.250     0.412     0.020     0.051     0.145     0.333     0.058     0.034     0.033     0.041     0.581       NaN     0.272     0.275     0.041     0.583       NaN     0.316     0.292     0.012     0.067     0.229     0.080     0.194     0.447       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.176     0.272       NaN       NaN     0.219     0.378
    ARS734     0.027     0.139     0.180     0.563     0.078       NaN     0.252     0.772       NaN       NaN     0.171     0.361       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.105       NaN       NaN     0.363     0.491     0.644       NaN       NaN     0.183     0.494       NaN       NaN       NaN       NaN     0.776       NaN       NaN       NaN       NaN     0.779       NaN       NaN       NaN     0.020     0.085     0.296     0.252     0.401     0.664       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS735       NaN       NaN       NaN       NaN       NaN       NaN     0.031       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.081       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS735.5     0.005     0.028     0.010     0.197     0.018     0.041     0.052     0.451     0.023     0.069     0.014     0.096       NaN     0.073     0.008     0.059     0.028       NaN       NaN     0.136       NaN     0.107     0.013     0.009     0.006     0.074     0.159     0.334       NaN     0.026     0.015     0.222       NaN       NaN       NaN       NaN     0.648       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.004     0.007     0.032     0.048     0.113     0.326       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.214       NaN       NaN       NaN     0.343
   ARS131a       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   ARS131n       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS802       NaN       NaN       NaN     0.210       NaN       NaN     0.024     0.448       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.125     0.319       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.709       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.010     0.038       NaN     0.106     0.471       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
